avg_rating,backup_location,btih,call_number,collection,contributor,coverage,creator,date,description,downloads,external-identifier,foldoutcount,format,genre,identifier,imagecount,indexflag,item_size,language,language_full,licenseurl,mediatype,members,month,name,noindex,num_reviews,oai_updatedate,platform,publicdate,publisher,related-external-id,reviewdate,rights,scanningcentre,source,stripped_tags,subject,title,title_cleaned,type,volume,week,year
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin 87 09 (1987)(Markt & Technik)(de)(Side B),89,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_87-09_1987_Markt_Technik_de_Side_B,,"index,nonoindex",819152,eng,English,,software,,0,,,,"14.04.2021, 18.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin 87 09 (1987)(Markt & Technik)(de)(Side B),64'er Magazin,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin 87 10 (1987)(Markt & Technik)(de),87,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_87-10_1987_Markt_Technik_de,,"index,nonoindex",675251,eng,English,,software,,2,,,,"14.04.2021, 19.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin 87 10 (1987)(Markt & Technik)(de),64'er Magazin,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin 87 11 (1987)(Markt & Technik)(de),100,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_87-11_1987_Markt_Technik_de,,"index,nonoindex",685278,eng,English,,software,,1,,,,"14.04.2021, 17.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin 87 11 (1987)(Markt & Technik)(de),64'er Magazin,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin 87 12 (1987)(Markt & Technik)(de)(Side A),86,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_87-12_1987_Markt_Technik_de_Side_A,,"index,nonoindex",686272,eng,English,,software,,1,,,,"14.04.2021, 23.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin 87 12 (1987)(Markt & Technik)(de)(Side A),64'er Magazin,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin 87 12 (1987)(Markt & Technik)(de)(Side B),98,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_87-12_1987_Markt_Technik_de_Side_B,,"index,nonoindex",787886,eng,English,,software,,1,,,,"14.04.2021, 20.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin 87 12 (1987)(Markt & Technik)(de)(Side B),64'er Magazin,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin 88 01 (1988)(Markt & Technik)(de)(Side A),81,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_88-01_1988_Markt_Technik_de_Side_A,,"index,nonoindex",920497,eng,English,,software,,1,,,,"14.04.2021, 16.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin 88 01 (1988)(Markt & Technik)(de)(Side A),64'er Magazin,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin 88 01 (1988)(Markt & Technik)(de)(Side B),85,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_88-01_1988_Markt_Technik_de_Side_B,,"index,nonoindex",512272,eng,English,,software,,1,,,,"14.04.2021, 18.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin 88 01 (1988)(Markt & Technik)(de)(Side B),64'er Magazin,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin 88 02 (1988)(Markt & Technik)(de)(Side A),86,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_88-02_1988_Markt_Technik_de_Side_A,,"index,nonoindex",911776,eng,English,,software,,1,,,,"14.04.2021, 18.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin 88 02 (1988)(Markt & Technik)(de)(Side A),64'er Magazin,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin 88 02 (1988)(Markt & Technik)(de)(Side B),90,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_88-02_1988_Markt_Technik_de_Side_B,,"index,nonoindex",552114,eng,English,,software,,2,,,,"14.04.2021, 15.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin 88 02 (1988)(Markt & Technik)(de)(Side B),64'er Magazin,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin 88 03 (1988)(Markt & Technik)(de)(Side A),103,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_88-03_1988_Markt_Technik_de_Side_A,,"index,nonoindex",1415123,eng,English,,software,,1,,,,"14.04.2021, 19.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin 88 03 (1988)(Markt & Technik)(de)(Side A),64'er Magazin,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin 88 03 (1988)(Markt & Technik)(de)(Side B),85,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_88-03_1988_Markt_Technik_de_Side_B,,"index,nonoindex",552114,eng,English,,software,,0,,,,"14.04.2021, 22.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin 88 03 (1988)(Markt & Technik)(de)(Side B),64'er Magazin,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin 88 04 (1988)(Markt & Technik)(de)(Side A),102,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_88-04_1988_Markt_Technik_de_Side_A,,"index,nonoindex",1400621,eng,English,,software,,0,,,,"14.04.2021, 01.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin 88 04 (1988)(Markt & Technik)(de)(Side A),64'er Magazin,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin 88 04 (1988)(Markt & Technik)(de)(Side B),120,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_88-04_1988_Markt_Technik_de_Side_B,,"index,nonoindex",688909,eng,English,,software,,2,,,,"14.04.2021, 21.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin 88 04 (1988)(Markt & Technik)(de)(Side B),64'er Magazin,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin 88 05 (1988)(Markt & Technik)(de)(Side A),86,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_88-05_1988_Markt_Technik_de_Side_A,,"index,nonoindex",1413973,eng,English,,software,,5,,,,"14.04.2021, 21.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin 88 05 (1988)(Markt & Technik)(de)(Side A),64'er Magazin,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin 88 05 (1988)(Markt & Technik)(de)(Side B),88,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_88-05_1988_Markt_Technik_de_Side_B,,"index,nonoindex",439207,eng,English,,software,,0,,,,"14.04.2021, 24.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin 88 05 (1988)(Markt & Technik)(de)(Side B),64'er Magazin,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin 88 06 (1988)(Markt & Technik)(de)(Side A),94,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_88-06_1988_Markt_Technik_de_Side_A,,"index,nonoindex",1398662,eng,English,,software,,1,,,,"14.04.2021, 21.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin 88 06 (1988)(Markt & Technik)(de)(Side A),64'er Magazin,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin 88 07 (1988)(Markt & Technik)(de)(Side A),99,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_88-07_1988_Markt_Technik_de_Side_A,,"index,nonoindex",1400177,eng,English,,software,,0,,,,"14.04.2021, 22.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin 88 07 (1988)(Markt & Technik)(de)(Side A),64'er Magazin,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin 88 07 (1988)(Markt & Technik)(de)(Side B),89,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_88-07_1988_Markt_Technik_de_Side_B,,"index,nonoindex",800211,eng,English,,software,,0,,,,"14.04.2021, 20.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin 88 07 (1988)(Markt & Technik)(de)(Side B),64'er Magazin,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin 88 08 (1988)(Markt & Technik)(de)(Side A),81,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_88-08_1988_Markt_Technik_de_Side_A,,"index,nonoindex",1399303,eng,English,,software,,0,,,,"14.04.2021, 28.04.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin 88 08 (1988)(Markt & Technik)(de)(Side A),64'er Magazin,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin 88 08 (1988)(Markt & Technik)(de)(Side B),138,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_88-08_1988_Markt_Technik_de_Side_B,,"index,nonoindex",1818828,eng,English,,software,,1,,,,"14.04.2021, 26.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin 88 08 (1988)(Markt & Technik)(de)(Side B),64'er Magazin,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin 88 09 (1988)(Markt & Technik)(de)(Side A),91,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_88-09_1988_Markt_Technik_de_Side_A,,"index,nonoindex",1410082,eng,English,,software,,1,,,,"14.04.2021, 14.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin 88 09 (1988)(Markt & Technik)(de)(Side A),64'er Magazin,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin 88 09 (1988)(Markt & Technik)(de)(Side B),109,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_88-09_1988_Markt_Technik_de_Side_B,,"index,nonoindex",676589,eng,English,,software,,1,,,,"14.04.2021, 17.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin 88 09 (1988)(Markt & Technik)(de)(Side B),64'er Magazin,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin 88 10 (1988)(Markt & Technik)(de)(Side A),91,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_88-10_1988_Markt_Technik_de_Side_A,,"index,nonoindex",1402064,eng,English,,software,,1,,,,"14.04.2021, 15.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin 88 10 (1988)(Markt & Technik)(de)(Side A),64'er Magazin,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin 88 10 (1988)(Markt & Technik)(de)(Side B),96,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_88-10_1988_Markt_Technik_de_Side_B,,"index,nonoindex",934102,eng,English,,software,,3,,,,"14.04.2021, 20.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin 88 10 (1988)(Markt & Technik)(de)(Side B),64'er Magazin,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin 88 11 (1988)(Markt & Technik)(de)(Side A),88,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_88-11_1988_Markt_Technik_de_Side_A,,"index,nonoindex",1198061,eng,English,,software,,1,,,,"14.04.2021, 18.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin 88 11 (1988)(Markt & Technik)(de)(Side A),64'er Magazin,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin 88 11 (1988)(Markt & Technik)(de)(Side B),87,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_88-11_1988_Markt_Technik_de_Side_B,,"index,nonoindex",792048,eng,English,,software,,1,,,,"14.04.2021, 23.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin 88 11 (1988)(Markt & Technik)(de)(Side B),64'er Magazin,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin 88 12 (1988)(Markt & Technik)(de)(Side A),89,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_88-12_1988_Markt_Technik_de_Side_A,,"index,nonoindex",1414447,eng,English,,software,,0,,,,"14.04.2021, 19.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin 88 12 (1988)(Markt & Technik)(de)(Side A),64'er Magazin,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin 88 12 (1988)(Markt & Technik)(de)(Side B),85,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_88-12_1988_Markt_Technik_de_Side_B,,"index,nonoindex",676589,eng,English,,software,,1,,,,"14.04.2021, 18.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin 88 12 (1988)(Markt & Technik)(de)(Side B),64'er Magazin,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin 89 01 (1989)(Markt & Technik)(de)(Side A),90,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_89-01_1989_Markt_Technik_de_Side_A,,"index,nonoindex",1412480,eng,English,,software,,0,,,,"14.04.2021, 19.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin 89 01 (1989)(Markt & Technik)(de)(Side A),64'er Magazin,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin 89 01 (1989)(Markt & Technik)(de)(Side B),128,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_89-01_1989_Markt_Technik_de_Side_B,,"index,nonoindex",1623499,eng,English,,software,,16,,,,"14.04.2021, 21.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin 89 01 (1989)(Markt & Technik)(de)(Side B),64'er Magazin,,,5,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin 89 01 (1989)(Markt & Technik)(de)(Side C),90,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_89-01_1989_Markt_Technik_de_Side_C,,"index,nonoindex",430583,eng,English,,software,,0,,,,"14.04.2021, 19.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin 89 01 (1989)(Markt & Technik)(de)(Side C),64'er Magazin,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin 89 01 (1989)(Markt & Technik)(de)(Side D),85,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_89-01_1989_Markt_Technik_de_Side_D,,"index,nonoindex",307026,eng,English,,software,,1,,,,"14.04.2021, 22.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin 89 01 (1989)(Markt & Technik)(de)(Side D),64'er Magazin,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin 89 02 (1989)(Markt & Technik)(de)(Disk 1 of 2 Side A),89,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_89-02_1989_Markt_Technik_de_Disk_1_of_2_Side_A,,"index,nonoindex",1213004,eng,English,,software,,1,,,,"14.04.2021, 19.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin 89 02 (1989)(Markt & Technik)(de)(Disk 1 of 2 Side A),64'er Magazin,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin 89 02 (1989)(Markt & Technik)(de)(Disk 1 of 2 Side B),103,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_89-02_1989_Markt_Technik_de_Disk_1_of_2_Side_B,,"index,nonoindex",490277,eng,English,,software,,2,,,,"14.04.2021, 16.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin 89 02 (1989)(Markt & Technik)(de)(Disk 1 of 2 Side B),64'er Magazin,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin 89 02 (1989)(Markt & Technik)(de)(Disk 2 of 2 Side A),88,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_89-02_1989_Markt_Technik_de_Disk_2_of_2_Side_A,,"index,nonoindex",450404,eng,English,,software,,1,,,,"14.04.2021, 21.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin 89 02 (1989)(Markt & Technik)(de)(Disk 2 of 2 Side A),64'er Magazin,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin 89 02 (1989)(Markt & Technik)(de)(Disk 2 of 2 Side B),86,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_89-02_1989_Markt_Technik_de_Disk_2_of_2_Side_B,,"index,nonoindex",689089,eng,English,,software,,1,,,,"14.04.2021, 21.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin 89 02 (1989)(Markt & Technik)(de)(Disk 2 of 2 Side B),64'er Magazin,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin 89 03 (1989)(Markt & Technik)(de)(Side A),79,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_89-03_1989_Markt_Technik_de_Side_A,,"index,nonoindex",1415394,eng,English,,software,,0,,,,"14.04.2021, 13.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin 89 03 (1989)(Markt & Technik)(de)(Side A),64'er Magazin,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin 89 03 (1989)(Markt & Technik)(de)(Side B),105,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_89-03_1989_Markt_Technik_de_Side_B,,"index,nonoindex",1710824,eng,English,,software,,1,,,,"14.04.2021, 18.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin 89 03 (1989)(Markt & Technik)(de)(Side B),64'er Magazin,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin 89 04 (1989)(Markt & Technik)(de),84,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_89-04_1989_Markt_Technik_de,,"index,nonoindex",1403982,eng,English,,software,,1,,,,"14.04.2021, 15.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin 89 04 (1989)(Markt & Technik)(de),64'er Magazin,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin 89 05 (1989)(Markt & Technik)(de),89,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_89-05_1989_Markt_Technik_de,,"index,nonoindex",1404555,eng,English,,software,,1,,,,"14.04.2021, 11.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin 89 05 (1989)(Markt & Technik)(de),64'er Magazin,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin 89 06 (1989)(Markt & Technik)(de),116,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_89-06_1989_Markt_Technik_de,,"index,nonoindex",1415085,eng,English,,software,,5,,,,"14.04.2021, 18.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin 89 06 (1989)(Markt & Technik)(de),64'er Magazin,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin 89 06 (1989)(Markt & Technik)(de)(Side A),87,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_89-06_1989_Markt_Technik_de_Side_A,,"index,nonoindex",1415192,eng,English,,software,,1,,,,"14.04.2021, 19.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin 89 06 (1989)(Markt & Technik)(de)(Side A),64'er Magazin,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin 89 06 (1989)(Markt & Technik)(de)(Side B),117,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_89-06_1989_Markt_Technik_de_Side_B,,"index,nonoindex",475644,eng,English,,software,,5,,,,"14.04.2021, 24.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin 89 06 (1989)(Markt & Technik)(de)(Side B),64'er Magazin,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin 89 07 (1989)(Markt & Technik)(de)(Side A),93,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_89-07_1989_Markt_Technik_de_Side_A,,"index,nonoindex",1399449,eng,English,,software,,0,,,,"14.04.2021, 20.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin 89 07 (1989)(Markt & Technik)(de)(Side A),64'er Magazin,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin 89 07 (1989)(Markt & Technik)(de)(Side B),81,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_89-07_1989_Markt_Technik_de_Side_B,,"index,nonoindex",688906,eng,English,,software,,2,,,,"14.04.2021, 22.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin 89 07 (1989)(Markt & Technik)(de)(Side B),64'er Magazin,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin 89 08 (1989)(Markt & Technik)(de),86,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_89-08_1989_Markt_Technik_de,,"index,nonoindex",1213280,eng,English,,software,,1,,,,"14.04.2021, 18.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin 89 08 (1989)(Markt & Technik)(de),64'er Magazin,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin 89 09 (1989)(Markt & Technik)(de)(Side A),84,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_89-09_1989_Markt_Technik_de_Side_A,,"index,nonoindex",1401722,eng,English,,software,,1,,,,"14.04.2021, 19.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin 89 09 (1989)(Markt & Technik)(de)(Side A),64'er Magazin,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin 89 09 (1989)(Markt & Technik)(de)(Side B),111,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_89-09_1989_Markt_Technik_de_Side_B,,"index,nonoindex",674421,eng,English,,software,,1,,,,"14.04.2021, 19.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin 89 09 (1989)(Markt & Technik)(de)(Side B),64'er Magazin,,,0,
,,,,"softwarelibrary_c64_diskmags_commercial,softwarelibrary_c64,softwarelibrary",,,,,64'er Magazin 89 10 (1989)(Markt & Technik)(de)(Side A),80,,,"Archive BitTorrent,Emulator Screenshot,Item Tile,JPEG Thumb,Metadata,PNG,Unknown",,64er_Magazin_89-10_1989_Markt_Technik_de_Side_A,,"index,nonoindex",1394870,eng,English,,software,,0,,,,"14.04.2021, 22.05.2021",Commodore 64,14.04.2021,,,,,,,,,64'er Magazin 89 10 (1989)(Markt & Technik)(de)(Side A),64'er Magazin,,,0,
