issue,title,platform,group,release,release_converted,link,download_links,external_links
Soulnews #07,Soulnews,Commodore 64,Compagnions,may 1991,01.05.1991,https://www.pouet.net/prod.php?which=37276,http://csdb.dk/getinternalfile.php/36295/soulnews07.zip,"http://csdb.dk/release/?id=45312, http://demozoo.org/productions/268233/, https://www.pouet.net/mirrors.php?which=37276"
Soulnews #08,Soulnews,Commodore 64,Compagnions,june 1991,01.06.1991,https://www.pouet.net/prod.php?which=37274,http://noname.c64.org/csdb/release/download.php?id=28904,"http://csdb.dk/release/?id=25707, http://demozoo.org/productions/268234/, https://www.pouet.net/mirrors.php?which=37274"
Soulnews #11,Soulnews,Commodore 64,Compagnions,january 1992,01.01.1992,https://www.pouet.net/prod.php?which=37273,http://csdb.dk/getinternalfile.php/9262/f4cg swapdisk 1.d64,"http://csdb.dk/release/?id=7837, http://demozoo.org/productions/268237/, https://www.pouet.net/mirrors.php?which=37273"
Southern Charts 3,Southern Charts,Amiga OCS/ECS,Liberty,april 1992,01.04.1992,https://www.pouet.net/prod.php?which=74696,http://ftp.amigascne.org/pub/amiga/Groups/L/Liberty/Liberty-SouthernCharts03.dms,"http://demozoo.org/productions/279565/, https://www.pouet.net/mirrors.php?which=74696"
Space issue #1,Space,MS-Dos,Hyperopia,march 1996,01.03.1996,https://www.pouet.net/prod.php?which=34590,https://files.scene.org/view/mags/space/space%231.zip,"http://demozoo.org/productions/276252/, https://www.pouet.net/mirrors.php?which=34590"
Speaker Magazine #1,Speaker,Commodore 64,Vaudeville Crew,may 1993,01.05.1993,https://www.pouet.net/prod.php?which=37372,http://csdb.dk/getinternalfile.php/13803/Speaker_01.prg.gz,"http://csdb.dk/release/?id=16077, https://www.pouet.net/mirrors.php?which=37372"
Speaker Magazine #2,Speaker,Commodore 64,Vaudeville Crew,june 1993,01.06.1993,https://www.pouet.net/prod.php?which=37371,http://csdb.dk/getinternalfile.php/18885/speaker02.zip,"http://csdb.dk/release/?id=30064, https://www.pouet.net/mirrors.php?which=37371"
Speaker Magazine #3,Speaker,Commodore 64,Vaudeville Crew,october 1993,01.10.1993,https://www.pouet.net/prod.php?which=37370,http://csdb.dk/getinternalfile.php/18887/speaker03.zip,"http://csdb.dk/release/?id=30066, https://www.pouet.net/mirrors.php?which=37370"
Speaker Magazine #4,Speaker,Commodore 64,Vaudeville Crew,february 1994,01.02.1994,https://www.pouet.net/prod.php?which=37369,http://csdb.dk/getinternalfile.php/13806/Speaker_04.d64.gz,"http://csdb.dk/release/?id=16203, https://www.pouet.net/mirrors.php?which=37369"
Speaker Magazine #5,Speaker,Commodore 64,Vaudeville Crew,november 1995,01.11.1995,https://www.pouet.net/prod.php?which=37368,http://csdb.dk/getinternalfile.php/18888/speaker05.zip,"http://csdb.dk/release/?id=30068, https://www.pouet.net/mirrors.php?which=37368"
Speaker Magazine #6,Speaker,Commodore 64,Vaudeville Crew,november 1997,01.11.1997,https://www.pouet.net/prod.php?which=37366,http://csdb.dk/getinternalfile.php/18890/speaker06.zip,"http://csdb.dk/release/?id=30069, https://www.pouet.net/mirrors.php?which=37366"
spectrum issue #2,Spectrum,MS-Dos,Spectrum,december 1990,01.12.1990,https://www.pouet.net/prod.php?which=90691,https://files.scene.org/view/demos/compilations/lost_found_and_more/mags_reviews/speciss2.zip,"http://demozoo.org/productions/304448/, https://www.pouet.net/mirrors.php?which=90691"
spectrum issue #3,Spectrum,MS-Dos,Spectrum,december 1990,01.12.1990,https://www.pouet.net/prod.php?which=90692,https://files.scene.org/view/demos/compilations/lost_found_and_more/mags_reviews/speciss3.zip,"http://demozoo.org/productions/304449/, https://www.pouet.net/mirrors.php?which=90692"
spectrum issue #4,Spectrum,MS-Dos,Spectrum,january 1991,01.01.1991,https://www.pouet.net/prod.php?which=90693,https://files.scene.org/view/demos/compilations/lost_found_and_more/mags_reviews/speciss4.zip,"http://demozoo.org/productions/304450/, https://www.pouet.net/mirrors.php?which=90693"
spectrum issue #5,Spectrum,MS-Dos,Spectrum,march 1991,01.03.1991,https://www.pouet.net/prod.php?which=90694,https://files.scene.org/view/demos/compilations/lost_found_and_more/mags_reviews/speciss5.zip,"http://demozoo.org/productions/304451/, https://www.pouet.net/mirrors.php?which=90694"
speed 62,Speed,Amiga AGA,Nah-Kolor,september 2001,01.09.2001,https://www.pouet.net/prod.php?which=13990,https://files.scene.org/view/mags/speed/nah-sp62.lha,"http://demozoo.org/productions/9504/, https://www.pouet.net/mirrors.php?which=13990"
speed 63,Speed,Amiga AGA,Nah-Kolor,april 2004,01.04.2004,https://www.pouet.net/prod.php?which=12140,https://files.scene.org/view/parties/2004/breakpoint04/misc/nah-sp63.lha,"http://demozoo.org/productions/9600/, https://www.pouet.net/mirrors.php?which=12140"
Speed 64,Speed,Amiga AGA,Nah-Kolor,may 2005,01.05.2005,https://www.pouet.net/prod.php?which=16923,http://nahkolor.www4e.etap.pl/nah-sp64.lha,"http://demozoo.org/productions/9601/, https://www.pouet.net/mirrors.php?which=16923"
Spidy #6,Spidy,Amiga OCS/ECS,Psycho,,,https://www.pouet.net/prod.php?which=73369,https://ftp.untergrund.net/users/StingRay/Amiga/Psycho/Spidy6.adf,"http://demozoo.org/productions/229210/, https://www.pouet.net/mirrors.php?which=73369"
splash #1,Splash (2),MS-Dos/gus,Fascination,1995,01.01.1995,https://www.pouet.net/prod.php?which=17158,https://files.scene.org/view/mags/splash/fsn_spl1.zip,"http://demozoo.org/productions/112553/, https://www.pouet.net/mirrors.php?which=17158"
Splash #10,Splash (1),Commodore 64,Accuracy,may 1992,01.05.1992,https://www.pouet.net/prod.php?which=41686,http://csdb.dk/getinternalfile.php/24543/splash10.zip,"http://csdb.dk/release/?id=35047, http://demozoo.org/productions/233894/, https://www.pouet.net/mirrors.php?which=41686"
Splash #11,Splash (1),Commodore 64,Accuracy,july 1992,01.07.1992,https://www.pouet.net/prod.php?which=19975,ftp://ftp.scs-trc.net/pub/c64/Magazines/Splash/Splash_11.zip,"http://csdb.dk/release/?id=32539, http://demozoo.org/productions/233895/, https://www.pouet.net/mirrors.php?which=19975"
Splash #12,Splash (1),Commodore 64,Accuracy,august 1992,01.08.1992,https://www.pouet.net/prod.php?which=19915,http://csdb.dk/getinternalfile.php/6340/Splash%2312_Accuracy.zip,"http://csdb.dk/release/?id=5477, http://demozoo.org/productions/233896/, https://www.pouet.net/mirrors.php?which=19915"
Splash #13,Splash (1),Commodore 64,Accuracy,october 1992,01.10.1992,https://www.pouet.net/prod.php?which=19976,ftp://ftp.scs-trc.net/pub/c64/Magazines/Splash/Splash_13.zip,"http://csdb.dk/release/?id=35039, http://demozoo.org/productions/233897/, https://www.pouet.net/mirrors.php?which=19976"
Splash #14,Splash (1),Commodore 64,Accuracy,january 1993,01.01.1993,https://www.pouet.net/prod.php?which=19977,ftp://ftp.scs-trc.net/pub/c64/Magazines/Splash/Splash_14.zip,"http://csdb.dk/release/?id=5478, http://demozoo.org/productions/233898/, https://www.pouet.net/mirrors.php?which=19977"
Splash #15,Splash (1),Commodore 64,Accuracy,april 1993,01.04.1993,https://www.pouet.net/prod.php?which=19978,ftp://ftp.scs-trc.net/pub/c64/Magazines/Splash/Splash_15.zip,"http://csdb.dk/release/?id=5479, http://demozoo.org/productions/233899/, https://www.pouet.net/mirrors.php?which=19978"
Splash #16,Splash (1),Commodore 64,Accuracy,october 1993,01.10.1993,https://www.pouet.net/prod.php?which=19979,ftp://ftp.scs-trc.net/pub/c64/Magazines/Splash/Splash_16.zip,"http://csdb.dk/release/?id=5480, http://demozoo.org/productions/233900/, https://www.pouet.net/mirrors.php?which=19979"
Splash #17,Splash (1),Commodore 64,Accuracy,september 1994,01.09.1994,https://www.pouet.net/prod.php?which=19980,ftp://ftp.scs-trc.net/pub/c64/Magazines/Splash/Splash_17.zip,"http://csdb.dk/release/?id=35040, http://demozoo.org/productions/233901/, https://www.pouet.net/mirrors.php?which=19980"
Splash #18,Splash (1),Commodore 64,Accuracy,may 1995,01.05.1995,https://www.pouet.net/prod.php?which=19981,http://csdb.dk/getinternalfile.php/64660/Splash_18.zip,"http://csdb.dk/release/?id=5481, http://demozoo.org/productions/233902/, https://www.pouet.net/mirrors.php?which=19981"
Splash #19,Splash (1),Commodore 64,Accuracy,october 1995,01.10.1995,https://www.pouet.net/prod.php?which=19982,ftp://ftp.scs-trc.net/pub/c64/Magazines/Splash/Splash_19.zip,"http://csdb.dk/release/?id=35044, http://demozoo.org/productions/233903/, https://www.pouet.net/mirrors.php?which=19982"
splash #2,Splash (2),MS-Dos/gus,Fascination,1995,01.01.1995,https://www.pouet.net/prod.php?which=17159,https://files.scene.org/view/mirrors/hornet/mags/1995/fsn_spl2.zip,"http://demozoo.org/productions/112554/, https://www.pouet.net/mirrors.php?which=17159"
splash #3,Splash (2),MS-Dos,Fascination,april 1996,01.04.1996,https://www.pouet.net/prod.php?which=6362,https://files.scene.org/view/mags/splash/fsn_spl3.zip,"http://demozoo.org/productions/112555/, https://www.pouet.net/mirrors.php?which=6362"
splash #4,Splash (2),MS-Dos,Fascination,july 1996,01.07.1996,https://www.pouet.net/prod.php?which=6364,https://files.scene.org/view/mags/splash/fsn_spl4.zip,"http://demozoo.org/productions/112556/, https://www.pouet.net/mirrors.php?which=6364"
Splash #9,Splash (1),Commodore 64,Accuracy,april 1992,01.04.1992,https://www.pouet.net/prod.php?which=19974,ftp://ftp.scs-trc.net/pub/c64/Magazines/Splash/Splash_09.zip,"http://csdb.dk/release/?id=35048, http://demozoo.org/productions/233885/, https://www.pouet.net/mirrors.php?which=19974"
Spotlight #01,Spotlight,Commodore 64,X-Ray,1991,01.01.1991,https://www.pouet.net/prod.php?which=46220,http://csdb.dk/getinternalfile.php/22944/Spotlight_01.zip,"http://csdb.dk/release/?id=33794, https://www.pouet.net/mirrors.php?which=46220"
Spotlight #02,Spotlight,Commodore 64,X-Ray,november 1991,01.11.1991,https://www.pouet.net/prod.php?which=46210,https://csdb.dk/release/download.php?id=18240,"http://csdb.dk/release/?id=17362, https://www.pouet.net/mirrors.php?which=46210"
ST Erotica,ST Erotica,Atari ST,"The Walking Spirit, United Coding Alliance",october 1991,01.10.1991,https://www.pouet.net/prod.php?which=23063,http://no-fragments.atari.org/no_fragments_01/MSA/W/WALKINGS/ST_EROTI.MSA,"http://demozoo.org/productions/78522/, https://www.pouet.net/mirrors.php?which=23063"
Stabloid Preview,Stabloid Preview,Atari ST,Hotline,,,https://www.pouet.net/prod.php?which=50044,http://files.dhs.nu/files_demo/stabprev.zip,"http://demozoo.org/productions/70763/, https://www.pouet.net/mirrors.php?which=50044"
STampede Issue 1,STampede,Atari ST,Jengrove Enterprises Ltd.,may 1990,01.05.1990,https://www.pouet.net/prod.php?which=66816,https://ftp.untergrund.net/users/ltk_tscc/fujiology/MAGS/STAMPEDE/PASTI/STAMP1_1.ZIP,"http://demozoo.org/productions/91359/, https://www.pouet.net/mirrors.php?which=66816"
STampede Issue 2,STampede,Atari ST,Jengrove Enterprises Ltd.,june 1990,01.06.1990,https://www.pouet.net/prod.php?which=66824,https://ftp.untergrund.net/users/ltk_tscc/fujiology/MAGS/STAMPEDE/PASTI/STAMP2_1.ZIP,"http://demozoo.org/productions/91360/, https://www.pouet.net/mirrors.php?which=66824"
STampede Issue 3,STampede,Atari ST,Jengrove Enterprises Ltd.,july 1990,01.07.1990,https://www.pouet.net/prod.php?which=66825,https://ftp.untergrund.net/users/ltk_tscc/fujiology/MAGS/STAMPEDE/PASTI/STAMP3_1.ZIP,"http://demozoo.org/productions/91361/, https://www.pouet.net/mirrors.php?which=66825"
STampede Issue 4,STampede,Atari ST,Jengrove Enterprises Ltd.,august 1990,01.08.1990,https://www.pouet.net/prod.php?which=66820,https://ftp.untergrund.net/users/ltk_tscc/fujiology/MAGS/STAMPEDE/PASTI/STAMP4_1.ZIP,"http://demozoo.org/productions/91362/, https://www.pouet.net/mirrors.php?which=66820"
STampede Issue 5,STampede,Atari ST,Jengrove Enterprises Ltd.,september 1990,01.09.1990,https://www.pouet.net/prod.php?which=66821,https://ftp.untergrund.net/users/ltk_tscc/fujiology/MAGS/STAMPEDE/PASTI/STAMP5_1.ZIP,"http://demozoo.org/productions/91363/, https://www.pouet.net/mirrors.php?which=66821"
STampede Issue 6,STampede,Atari ST,Jengrove Enterprises Ltd.,october 1990,01.10.1990,https://www.pouet.net/prod.php?which=66822,https://ftp.untergrund.net/users/ltk_tscc/fujiology/MAGS/STAMPEDE/PASTI/STAMP6_1.ZIP,"http://demozoo.org/productions/91364/, https://www.pouet.net/mirrors.php?which=66822"
STampede Issue 7,STampede,Atari ST,Jengrove Enterprises Ltd.,november 1990,01.11.1990,https://www.pouet.net/prod.php?which=66823,https://ftp.untergrund.net/users/ltk_tscc/fujiology/MAGS/STAMPEDE/PASTI/STAMP7_1.ZIP,"http://demozoo.org/productions/91365/, https://www.pouet.net/mirrors.php?which=66823"
Static #001,Static,Commodore 64,Chrome,1991,01.01.1991,https://www.pouet.net/prod.php?which=43337,http://csdb.dk/getinternalfile.php/35929/Static%23001.zip,"http://csdb.dk/release/?id=44994, https://www.pouet.net/mirrors.php?which=43337"
Stolen Data 1,Stolen data,Amiga OCS/ECS,Anarchy,november 1989,01.11.1989,https://www.pouet.net/prod.php?which=29987,https://files.scene.org/view/mirrors/amigascne/Groups/A/Anarchy/Anarchy-StolenData01.dms,"http://demozoo.org/productions/10350/, https://www.pouet.net/mirrors.php?which=29987"
stolen data 10,Stolen data,Amiga OCS/ECS,Anarchy,december 1992,01.12.1992,https://www.pouet.net/prod.php?which=9202,http://ftp.amigascne.org/pub/amiga/Groups/A/Anarchy/Anarchy-Stolendata10_A.dms,"http://demozoo.org/productions/10303/, ftp://ftp.amigascne.org/pub/amiga/Groups/A/Anarchy/Anarchy-Stolendata10_B.dms, https://www.pouet.net/mirrors.php?which=9202"
Stolen Data 2,Stolen data,Amiga OCS/ECS,Anarchy,february 1990,01.02.1990,https://www.pouet.net/prod.php?which=9076,https://files.scene.org/view/mags/stolen_data/anarchy-stolendata02.dms,"http://demozoo.org/productions/10351/, https://www.pouet.net/mirrors.php?which=9076"
Stolen Data 3,Stolen data,Amiga OCS/ECS,Anarchy,april 1990,01.04.1990,https://www.pouet.net/prod.php?which=9077,https://files.scene.org/view/mirrors/amigascne/Groups/A/Anarchy/ANARCHY-Stolendata03.dms,"http://demozoo.org/productions/10358/, https://www.pouet.net/mirrors.php?which=9077"
Stolen Data 4,Stolen data,Amiga OCS/ECS,Anarchy,august 1990,01.08.1990,https://www.pouet.net/prod.php?which=9078,https://files.scene.org/view/mirrors/amigascne/Groups/A/Anarchy/Anarchy-StolenData04.dms,"http://demozoo.org/productions/10357/, https://www.pouet.net/mirrors.php?which=9078"
Stolen Data 5,Stolen data,Amiga OCS/ECS,Anarchy,december 1990,01.12.1990,https://www.pouet.net/prod.php?which=9079,https://files.scene.org/view/mags/stolen_data/anarchy-stolendata05.dms,"http://demozoo.org/productions/10356/, https://www.pouet.net/mirrors.php?which=9079"
Stolen Data 6,Stolen data,Amiga OCS/ECS,"Anarchy, Flash Production, Axis",march 1991,01.03.1991,https://www.pouet.net/prod.php?which=9080,https://files.scene.org/view/mirrors/amigascne/Groups/A/Anarchy/Anarchy-StolenData06.dms,"http://demozoo.org/productions/10355/, https://www.pouet.net/mirrors.php?which=9080"
Stolen Data 7,Stolen data,Amiga OCS/ECS,"Anarchy, Flash Production",october 1991,01.10.1991,https://www.pouet.net/prod.php?which=9081,http://ftp.amigascne.org/pub/amiga/Groups/A/Anarchy/Anarchy-StolenData07.dms,"http://demozoo.org/productions/10354/, http://whdload.de/mags/Anarchy_StolenData7.lha, https://www.pouet.net/mirrors.php?which=9081"
Stolen Data 8,Stolen data,Amiga OCS/ECS,Anarchy,april 1992,01.04.1992,https://www.pouet.net/prod.php?which=9082,https://files.scene.org/view/mags/stolen_data/anarchy-stolendata08.dms,"http://demozoo.org/productions/10353/, https://www.pouet.net/mirrors.php?which=9082"
Stolen data 9,Stolen data,Amiga OCS/ECS,Anarchy,august 1992,01.08.1992,https://www.pouet.net/prod.php?which=13836,https://files.scene.org/view/mirrors/amigascne/Groups/A/Anarchy/Anarchy-StolenData09_A.dms,"http://demozoo.org/productions/10352/, https://files.scene.org/view/mirrors/amigascne/Groups/A/Anarchy/Anarchy-StolenData09_B.dms, https://www.pouet.net/mirrors.php?which=13836"
Strefa Mroku 1,Strefa Mroku,Amiga OCS/ECS,Twilight Editors Team,august 1996,01.08.1996,https://www.pouet.net/prod.php?which=86855,http://ftp.amigascne.org/pub/amiga/Groups/T/TwilightPL/StrefaMroku1a.adf,"http://demozoo.org/productions/223179/, ftp://ftp.amigascne.org/pub/amiga/Groups/T/TwilightPL/StrefaMroku1b.adf, https://www.pouet.net/mirrors.php?which=86855"
Strefa Mroku 2,Strefa Mroku,Amiga OCS/ECS,Twilight Editors Team,february 1997,01.02.1997,https://www.pouet.net/prod.php?which=86856,http://ftp.amigascne.org/pub/amiga/Groups/T/TwilightPL/StrefaMroku2a.adf,"http://demozoo.org/productions/223180/, ftp://ftp.amigascne.org/pub/amiga/Groups/T/TwilightPL/StrefaMroku2b.adf, https://www.pouet.net/mirrors.php?which=86856"
Strefa Mroku 3,Strefa Mroku,Amiga AGA,Twilight Editors Team,august 1997,01.08.1997,https://www.pouet.net/prod.php?which=86859,http://ftp.amigascne.org/pub/amiga/Groups/T/TwilightPL/StrefaMroku3a.adf,"http://demozoo.org/productions/223181/, ftp://ftp.amigascne.org/pub/amiga/Groups/T/TwilightPL/StrefaMroku3b.adf, https://www.pouet.net/mirrors.php?which=86859"
Strefa Mroku 4,Strefa Mroku,Amiga AGA,Twilight Editors Team,august 1998,01.08.1998,https://www.pouet.net/prod.php?which=86861,http://ftp.amigascne.org/pub/amiga/Groups/T/TwilightPL/StrefaMroku4.lha,"http://demozoo.org/productions/223182/, https://www.pouet.net/mirrors.php?which=86861"
Sub-Kult #1,Subkult,MS-Dos,,april 1996,01.04.1996,https://www.pouet.net/prod.php?which=49847,https://files.scene.org/view/mags/sub-kult/sub0001.zip,https://www.pouet.net/mirrors.php?which=49847
Sub-Kult #2,Subkult,MS-Dos,,june 1996,01.06.1996,https://www.pouet.net/prod.php?which=49848,https://files.scene.org/view/mags/sub-kult/sub0002.zip,https://www.pouet.net/mirrors.php?which=49848
Sub-Kult #3,Subkult,"MS-Dos, MS-Dos/gus",,august 1996,01.08.1996,https://www.pouet.net/prod.php?which=49849,https://files.scene.org/view/mags/sub-kult/sub0003.zip,https://www.pouet.net/mirrors.php?which=49849
Sub-Kult #4,Subkult,"MS-Dos, MS-Dos/gus",,december 1996,01.12.1996,https://www.pouet.net/prod.php?which=49850,https://files.scene.org/view/mags/sub-kult/sub0004.zip,https://www.pouet.net/mirrors.php?which=49850
Subkult #3,Subkult,MS-Dos,Dr. Dyregod & KO,august 1996,01.08.1996,https://www.pouet.net/prod.php?which=72352,https://files.scene.org/view/mags/sub-kult/sub0003.zip,https://www.pouet.net/mirrors.php?which=72352
